,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
864,54440438,0,66,29,9,0,53,24,0,8.0,1.08,14,1,0,0,0,0,0,1,1,1,2,1,0,2,2,1.5,1,1,2,1982,1,1,2,4,2000,5,1,2,2,1,2,3,4.0,1.55,4,5,4,1,5,5,5,1,1,4,1,5,5,4,4,6,4,1,1,1,5,4,1,4,5,4,1,2,5,5,1,1,4,4,5,1,3,5,4,4,2,4,1,5,5,4,1,5,1,2,2,3,3,4,3,7,1,2,4,4,5,2,3,2,2,2,6,8.0,3,6,28,0.00023208400000000002
865,28420278,1,-1,7,4,0,40,33,0,3.4,0.43,6,1,0,2,0,1,1,1,2,1,1,2,0,1,1,7.0,5,4,2,1962,2,4,5,1,7000,3,2,2,2,2,2,1,3.4,0.62,2,4,4,5,5,4,4,-1,4,5,6,4,-1,3,4,3,3,2,4,2,4,3,3,3,3,6,3,4,4,2,3,4,2,4,4,3,1,3,3,2,4,4,2,3,3,2,4,3,2,2,2,-1,4,4,3,4,2,1,2,2,5,1,3,1,1,3,3,3.0,5,3,48,0.000367986
866,10540009,1,55,108,1,4,222,80,34,49.6,6.32,55,4,2,2,1,3,2,4,3,1,1,3,1,1,2,4.0,13,4,2,1966,2,3,2,8,7000,3,2,2,2,2,2,1,49.6,9.06,2,3,3,2,4,4,4,6,6,5,6,4,4,1,3,6,2,3,1,2,3,2,6,4,5,3,1,2,2,6,6,1,3,3,5,2,3,2,6,3,3,5,5,6,6,3,3,3,6,4,5,3,4,6,1,4,2,1,4,1,4,2,4,2,1,3,1,69.0,4,1,44,0.000367986
867,70140281,1,90,126,1,3,180,23,31,53.0,13.63,102,4,0,2,0,2,2,3,2,1,1,2,1,1,1,6.0,8,6,1,1966,1,3,1,1,15000,6,1,2,2,2,2,1,26.5,19.53,2,2,2,4,3,5,4,4,4,5,4,4,4,2,3,2,5,2,5,2,4,4,4,4,4,6,2,2,4,2,6,6,2,2,4,4,3,1,1,5,2,2,2,3,3,2,2,4,3,2,4,3,4,5,1,4,2,2,2,3,5,1,3,1,2,4,8,145.0,3,8,44,0.00010913200000000001
868,54420688,0,22,21,10,0,29,8,0,7.6,1.63,22,2,0,1,0,1,0,1,1,1,1,2,0,2,2,4.0,8,3,2,1950,1,2,2,8,5000,3,1,1,2,2,2,1,3.8,2.34,6,5,1,1,4,4,4,4,6,4,4,4,2,1,5,2,2,1,4,1,5,2,2,4,4,4,6,2,5,2,6,5,5,1,5,2,2,1,1,5,1,5,4,3,3,2,1,5,1,2,2,4,2,2,3,2,2,2,4,4,6,2,-1,2,2,1,6,11.0,4,6,60,0.000367986
869,47130286,1,5,1,4,0,15,14,0,2.2,0.11,1,2,0,1,0,1,0,1,1,1,1,2,0,1,1,5.0,36,3,1,1950,1,2,1,6,5000,3,2,2,2,2,2,1,2.2,0.16,1,1,5,3,1,3,5,3,6,3,2,4,4,6,6,6,5,1,4,3,2,4,6,2,4,6,6,6,5,3,1,3,3,3,4,2,3,2,2,4,2,2,5,4,1,3,2,5,3,1,2,2,3,4,3,7,1,2,3,3,5,1,-1,-1,-1,3,5,0.4,4,5,60,0.000409116
870,19730126,0,92,36,1,0,98,62,0,9.6,3.31,48,2,0,1,0,0,0,1,1,1,2,1,0,2,2,3.0,6,2,2,1982,2,2,3,6,3250,3,2,1,2,2,2,2,0.0,4.74,1,3,3,5,3,4,5,3,5,4,1,5,3,1,3,4,4,1,5,2,5,3,1,2,5,5,2,3,5,5,2,5,4,5,5,1,4,2,4,3,2,4,1,5,4,6,1,5,1,3,2,5,5,5,1,6,1,1,2,1,1,2,4,1,2,1,2,30.0,3,2,28,0.00087004
871,54200685,1,35,21,1,0,43,22,0,7.6,1.38,20,1,0,1,1,2,0,1,2,1,2,1,0,2,2,3.5,2,4,1,1971,1,1,1,2,7000,6,2,2,2,2,2,1,7.6,1.98,1,1,3,3,1,4,4,3,2,4,2,2,5,4,3,3,4,2,4,4,4,4,6,2,3,1,3,4,4,1,2,1,1,2,2,4,2,1,3,4,2,3,2,3,4,3,2,4,1,3,2,3,4,4,1,4,2,2,4,4,4,2,3,2,2,1,6,11.0,5,6,39,0.000258025
872,30330669,1,25,15,9,1,89,64,10,7.6,0.93,13,1,0,1,0,1,0,1,1,1,2,1,0,2,2,2.0,2,3,2,1977,1,1,1,6,5000,3,1,2,2,1,2,1,3.8,1.33,3,4,1,1,3,5,-1,2,1,5,3,5,5,-1,1,6,4,2,5,3,4,4,3,5,4,4,1,3,4,4,1,1,2,2,4,2,3,1,2,6,1,4,4,4,4,3,2,4,1,1,3,4,4,4,3,4,1,2,2,4,3,2,2,2,3,3,4,7.0,4,4,33,0.00087004
873,39110459,1,15,5,1,0,44,39,0,3.4,0.81,10,4,0,2,0,5,0,3,3,1,1,4,0,1,1,6.0,25,6,2,1952,-1,3,1,1,15000,3,2,2,1,2,2,1,0.0,1.16,1,5,5,3,3,5,5,1,5,5,5,5,5,1,5,1,5,1,5,3,3,1,5,1,5,5,5,1,5,5,3,3,3,1,5,1,5,1,1,5,1,1,5,1,1,5,1,5,1,1,1,5,5,5,1,4,2,2,2,2,6,1,4,-1,-1,2,2,8.0,3,2,58,0.000367986
874,42280200,1,-1,11,9,1,35,0,24,5.0,0.63,9,3,1,2,0,3,1,1,1,1,2,2,0,1,2,5.0,10,4,2,1970,1,3,1,6,7000,3,2,2,2,2,2,1,5.0,0.9,2,3,2,3,4,4,4,2,2,4,2,4,4,3,2,4,4,2,4,2,4,2,4,4,2,6,2,4,4,4,2,4,4,3,4,4,4,2,2,4,2,2,4,4,6,2,2,4,1,2,2,4,3,2,3,7,1,2,4,3,5,1,3,2,2,3,5,6.0,3,5,40,0.000367986
875,90320178,2,20,1,9,0,21,20,0,6.0,0.11,0,5,3,1,0,5,2,2,1,1,1,2,1,1,1,5.0,4,4,1,1974,1,3,1,6,7000,4,2,2,1,2,2,1,0.0,0.16,5,3,1,1,4,4,4,4,4,4,4,2,6,2,4,2,2,1,3,2,4,2,3,2,5,3,3,2,5,5,2,4,3,2,4,4,2,1,2,4,4,2,3,4,4,2,1,5,3,3,2,4,4,3,3,2,2,2,2,3,4,2,3,2,2,4,7,0.7,4,7,36,0.000258025
876,44630465,1,90,62,1,6,181,42,77,31.6,10.27,93,4,2,2,0,4,2,4,2,1,2,3,0,1,1,4.0,3,6,1,1959,1,3,1,1,15000,7,1,2,2,2,2,1,15.8,14.72,1,1,5,5,1,4,4,2,1,5,1,5,5,1,2,4,5,1,5,5,5,5,5,1,5,1,1,4,5,5,1,2,1,1,1,5,1,1,1,5,2,2,2,4,1,2,1,5,1,5,1,3,3,5,1,8,1,2,4,4,5,2,1,1,1,1,5,109.0,8,5,51,0.000160139
877,42270004,0,45,23,11,2,75,38,14,6.4,1.55,22,4,2,1,0,4,2,1,1,1,2,2,0,1,1,5.0,10,-1,2,1971,1,3,6,8,7384,3,2,2,2,2,1,2,6.4,2.22,3,1,3,2,5,5,6,3,3,5,6,5,5,2,5,2,5,1,5,4,5,5,2,5,5,4,4,4,4,3,3,4,5,2,5,5,1,1,1,3,4,3,5,6,6,4,3,5,6,6,2,2,3,5,3,7,1,2,4,3,5,2,4,2,2,3,5,12.0,3,5,39,0.00087004
878,10540806,1,10,7,11,0,22,15,0,2.6,0.37,5,2,0,2,0,0,0,1,2,2,1,2,0,1,2,6.0,25,3,2,1943,3,2,9,7,5000,1,1,2,2,2,2,2,2.2,0.53,4,3,4,4,4,4,3,3,3,4,2,4,2,3,3,3,3,3,4,3,4,4,3,3,2,3,5,4,3,2,2,2,3,3,3,1,3,1,2,5,5,5,5,4,3,3,3,4,2,4,4,3,3,3,3,4,2,1,4,1,5,1,3,2,3,3,1,3.0,4,1,67,0.002262409
879,54200875,1,25,20,9,0,56,36,0,7.6,1.35,19,2,0,2,0,2,0,1,2,1,2,2,0,2,1,3.0,14,3,1,1942,3,2,9,8,5000,6,2,2,2,2,2,1,7.6,1.93,2,1,4,4,2,4,6,6,6,4,6,6,4,6,4,6,6,2,4,4,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,1,1,3,4,4,4,6,6,4,6,6,6,6,4,6,3,4,2,2,4,4,3,2,2,2,2,4,6,11.5,-1,6,68,8.57e-05
880,10360014,1,30,37,10,2,95,50,8,9.6,2.84,27,4,0,2,0,4,1,1,1,1,1,3,0,1,1,5.0,10,4,1,1968,2,3,1,3,7000,6,2,2,2,2,2,1,9.6,4.07,3,1,3,4,5,4,5,2,4,4,2,5,4,2,3,5,5,1,5,4,4,3,3,3,1,1,3,2,4,2,5,1,1,3,2,4,4,1,4,5,2,3,4,5,4,2,2,5,1,3,4,4,4,1,3,4,2,1,4,1,3,2,2,1,2,4,1,28.0,5,1,42,0.00010913200000000001
881,19650071,1,5,9,7,0,24,15,0,3.0,0.09,0,4,0,2,1,4,0,3,1,1,2,4,0,1,1,4.0,40,3,1,1958,2,3,1,5,5000,3,2,2,2,2,2,1,3.0,0.13,3,3,4,2,5,5,4,3,4,5,3,4,4,3,4,2,4,3,4,4,3,3,4,2,4,2,4,4,4,2,3,4,4,3,4,4,3,1,4,4,2,3,4,4,4,3,6,4,6,4,3,3,6,3,3,4,2,1,2,2,5,1,3,2,2,3,2,0.1,8,2,52,0.000409116
882,44670080,0,62,51,-1,2,91,30,10,16.8,3.53,46,2,0,1,0,2,0,1,1,1,1,1,0,1,1,5.5,61,5,1,1948,1,2,1,6,9000,3,2,2,2,1,2,2,0.0,5.06,5,5,1,1,5,5,5,1,5,4,4,1,4,1,5,1,2,1,2,2,5,5,2,2,5,5,6,1,4,5,1,5,5,2,5,5,2,2,1,5,4,3,5,4,1,2,1,5,4,1,2,2,4,4,3,7,1,2,4,3,5,2,1,2,2,-1,5,32.0,4,5,62,0.000409116
883,44630231,0,125,128,1,6,206,51,27,71.0,14.14,119,1,0,0,0,0,0,1,1,1,1,1,1,1,1,5.0,5,6,2,1970,1,1,1,3,15000,6,2,2,1,2,2,3,0.0,20.26,5,4,2,2,3,4,3,4,4,4,6,5,4,2,4,6,3,6,6,6,6,4,3,2,5,5,5,3,5,5,1,4,3,2,5,4,3,1,1,5,5,1,4,5,2,6,2,4,2,2,4,4,4,4,1,8,1,2,4,4,5,2,1,2,3,1,5,148.0,3,5,40,9.82e-05
884,54200341,0,31,18,4,0,39,21,0,7.6,1.45,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,7.6,2.08,2,4,4,4,4,5,6,6,4,5,5,6,3,3,5,6,5,2,4,2,4,3,3,3,4,4,4,3,5,5,2,3,4,4,5,4,3,2,2,4,3,3,4,3,6,4,3,4,6,4,4,4,4,3,3,4,2,2,4,4,2,2,3,1,-1,3,6,11.5,4,6,-1,0.001472131
885,54200477,1,35,30,1,2,66,22,14,7.6,1.81,26,4,2,1,1,4,1,2,3,1,1,4,-1,1,1,5.0,11,4,2,1948,1,3,6,6,7000,3,2,2,2,2,2,2,7.6,2.59,2,2,6,2,4,5,4,2,2,4,-1,6,4,6,6,2,4,2,4,2,3,4,6,3,3,6,3,3,4,6,6,6,4,3,3,3,2,1,3,4,1,4,3,3,3,6,1,4,2,6,3,2,4,4,1,4,2,2,4,4,4,2,-1,4,-1,3,6,14.0,4,6,62,0.000367986
886,42340021,2,58,44,1,0,130,86,0,23.2,2.86,39,4,2,2,3,5,2,1,1,1,1,2,0,1,2,5.5,3,3,2,1972,1,7,2,6,5000,3,1,2,2,2,2,1,11.6,4.1,2,6,6,3,3,3,5,3,3,2,3,1,5,3,4,1,2,1,5,3,3,4,4,2,6,6,3,6,3,6,1,4,5,3,4,3,6,1,1,5,1,5,5,4,3,6,6,4,3,3,6,3,1,5,-1,7,1,2,4,4,5,6,2,1,2,4,5,23.2,5,5,38,0.00087004
887,54440238,1,30,12,4,0,40,28,0,7.6,1.0,14,2,0,1,0,0,0,1,1,2,1,2,-1,1,1,5.0,44,-1,1,1930,1,2,9,-1,12100,8,2,2,2,2,2,1,7.6,1.43,1,2,4,3,1,4,4,3,2,5,4,5,5,4,3,5,5,1,5,4,5,5,5,5,1,1,1,2,1,1,1,1,5,1,3,3,3,1,1,5,4,3,3,5,6,4,2,5,5,3,3,3,5,3,3,7,1,2,4,4,2,2,1,2,-1,2,6,9.0,3,6,80,0.000296889
890,95240423,1,20,25,1,1,48,21,2,6.4,1.29,17,2,0,1,0,4,0,3,1,1,2,2,1,2,2,4.5,3,4,2,1985,1,7,2,6,7000,6,1,2,2,1,2,1,3.2,1.85,3,2,4,2,4,5,4,1,3,5,5,1,1,1,4,6,4,1,5,1,5,4,2,4,4,4,4,2,5,5,2,2,4,2,4,4,4,1,3,5,3,2,4,4,4,2,2,5,2,2,2,4,4,2,1,6,2,2,4,4,5,1,2,2,3,3,7,15.0,3,7,25,0.00023208400000000002
891,56080315,1,20,26,4,1,52,22,4,11.4,0.64,8,4,1,2,0,4,0,3,1,1,1,4,1,1,1,5.5,6,6,2,1965,3,3,2,6,15000,3,2,2,2,2,2,1,11.4,0.92,4,5,3,3,5,5,4,1,3,5,4,4,5,2,5,1,4,1,4,2,5,2,3,1,3,3,4,5,4,4,1,1,4,3,4,4,4,1,1,5,3,2,5,5,4,1,1,5,2,1,3,4,4,4,3,7,1,2,4,4,2,2,3,2,2,3,6,7.0,4,6,45,0.000367986
892,44640256,0,62,53,1,1,81,23,5,16.6,4.24,41,3,-1,1,1,-1,-1,2,2,1,2,3,1,1,1,5.0,12,4,1,1956,1,3,1,3,7000,3,2,2,2,1,2,1,0.0,6.08,1,5,2,1,5,5,4,2,4,5,4,5,4,1,4,5,5,3,5,3,4,2,5,4,5,5,1,1,4,5,4,1,1,2,5,4,2,1,1,5,1,4,5,4,1,3,2,4,2,3,5,4,1,4,1,7,1,2,4,4,1,2,2,1,3,3,5,42.0,5,5,54,0.000409116
893,19130871,1,80,111,1,4,220,72,37,41.8,7.17,59,2,0,2,0,2,0,2,1,1,1,2,1,2,1,4.0,1,6,2,1959,3,2,2,6,15000,6,1,2,2,2,1,1,20.9,10.27,2,5,2,1,4,5,5,3,3,4,4,4,4,2,4,6,4,2,4,2,4,2,2,4,4,2,1,3,5,2,1,1,4,2,3,4,2,1,4,3,2,4,2,3,4,1,4,4,2,1,1,4,4,3,2,8,1,1,2,4,5,3,2,3,1,4,2,78.5,-1,2,51,9.82e-05
894,50760357,1,30,43,8,0,69,26,0,14.0,1.97,26,3,0,2,1,4,2,3,2,1,1,3,1,1,1,10.0,5,6,1,1961,1,4,1,1,15000,8,2,2,2,2,2,1,14.0,2.82,2,2,1,1,4,5,5,1,3,5,3,4,4,1,3,1,5,1,4,4,5,3,4,1,3,2,2,1,5,4,1,2,4,1,2,1,2,1,1,5,4,2,5,4,3,1,2,5,3,3,1,5,5,4,3,7,1,2,4,4,5,2,3,2,2,3,5,20.0,2,5,49,0.000160139
895,90320070,0,45,140,9,3,205,16,49,55.0,0.0,0,1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,1,6.0,31,-1,2,1942,1,1,9,-1,6101,2,1,2,2,1,2,3,27.5,0.0,3,4,5,3,2,4,3,4,4,5,5,4,4,3,5,3,4,1,1,3,3,3,2,3,4,4,4,4,6,4,6,4,4,2,4,3,3,2,2,4,3,4,4,4,6,3,3,4,3,3,4,4,4,4,3,2,2,2,2,3,5,1,-1,-1,-1,4,7,0.0,4,7,68,0.00115614
896,10360575,1,7,6,8,0,19,13,0,3.0,0.29,3,4,0,3,1,4,0,4,4,1,1,8,2,2,1,4.5,15,4,2,1959,2,3,2,5,7000,3,1,2,2,2,2,1,2.2,0.42,2,5,4,1,5,5,4,4,3,5,3,5,5,4,2,5,5,1,5,2,4,4,5,5,3,4,4,1,4,4,1,4,4,3,4,4,5,1,1,5,4,4,4,5,5,1,3,2,1,4,3,5,4,2,3,4,2,1,4,1,5,1,3,3,2,2,1,3.0,2,1,51,0.000367986
898,44640349,0,64,48,3,2,73,15,10,9.6,2.38,23,3,0,2,0,3,0,3,1,1,1,3,1,1,2,7.0,12,-1,2,1980,1,6,8,4,9321,5,1,2,2,1,2,3,4.8,3.41,5,1,1,1,2,5,1,4,4,6,3,4,5,1,3,6,5,1,6,1,6,5,5,1,5,5,2,2,4,5,1,4,4,6,5,2,5,5,1,4,1,4,4,4,4,2,2,3,1,1,1,3,5,1,1,7,1,2,4,4,5,1,3,3,3,4,5,24.0,5,5,30,0.00023208400000000002
899,31321431,1,29,28,11,1,48,9,11,10.4,1.95,28,2,1,0,0,1,1,0,1,2,2,1,1,2,2,4.5,1,1,2,1981,1,4,3,3,2000,3,2,2,2,2,2,2,10.4,2.79,2,2,3,1,1,4,5,3,3,2,2,1,5,1,5,4,5,5,5,5,4,5,5,1,5,4,3,1,3,1,1,5,3,1,1,3,3,1,1,5,3,3,4,5,3,1,1,4,2,5,1,4,1,3,3,6,1,2,4,2,5,1,4,2,2,4,4,19.0,4,4,29,0.00087004
900,31320655,2,8,3,4,0,38,35,0,3.8,0.14,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,3.8,0.2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,6,1,2,4,2,-2,1,-2,-2,-2,-2,4,0.5,-2,4,-1,0.000367986
901,31320887,1,92,118,8,8,238,61,59,46.2,8.17,96,4,2,1,0,3,1,1,0,1,2,1,0,2,2,4.0,3,4,1,1967,1,3,1,8,7000,3,2,2,2,2,2,1,46.2,11.71,5,5,-1,3,4,5,4,3,3,5,4,3,4,2,5,3,4,3,5,4,4,5,4,2,4,1,4,4,5,3,2,3,4,3,5,5,4,1,2,5,3,4,5,4,4,4,5,4,3,2,2,3,4,3,3,6,1,2,4,2,5,3,1,2,2,3,4,87.2,5,4,43,0.000409116
902,30330879,1,25,49,1,2,79,26,4,13.4,2.45,24,1,0,1,0,1,0,1,1,1,1,1,0,2,2,2.5,7,4,2,1961,1,1,1,6,7000,4,1,2,2,2,2,1,6.7,3.51,2,2,2,2,4,4,4,3,3,3,6,5,6,3,3,6,3,6,3,3,3,6,6,3,4,4,3,2,5,3,6,6,3,1,3,1,3,1,3,5,2,2,5,3,6,3,6,4,2,3,2,4,5,3,1,4,1,2,2,4,5,1,1,3,3,1,4,26.0,4,4,49,9.82e-05
903,96040515,1,26,85,11,4,202,76,41,12.6,1.36,19,2,0,2,0,2,0,2,1,1,1,2,1,1,1,5.0,8,5,1,1945,1,2,9,8,9000,3,2,2,2,2,2,1,12.6,1.95,3,3,4,1,5,4,3,6,3,4,6,5,5,3,4,3,5,3,4,3,3,3,4,3,3,3,3,4,4,3,1,6,3,1,2,3,3,1,1,4,3,1,4,3,3,4,1,5,3,3,4,4,4,4,3,8,1,2,3,2,3,2,1,2,2,4,7,13.0,4,7,65,0.0003213
904,50260183,0,207,124,1,4,202,48,30,74.6,18.14,142,3,0,1,0,3,0,3,2,1,2,3,1,1,1,6.0,-1,6,2,1960,1,7,2,6,15000,3,2,2,1,2,2,1,0.0,25.99,5,4,2,6,5,5,2,5,3,6,3,1,5,1,5,6,1,1,4,1,3,1,1,1,5,5,5,2,5,2,1,4,5,2,5,2,5,1,1,5,2,2,3,5,3,3,1,5,1,1,2,4,5,5,1,8,1,2,2,4,4,2,4,1,2,4,5,193.0,4,5,50,0.000367986
906,50260039,0,17,14,5,0,29,15,0,6.2,1.15,16,2,0,1,0,0,0,2,1,1,1,2,0,1,1,5.0,5,2,2,1963,1,2,4,8,3250,2,1,2,2,2,2,3,3.1,1.65,6,2,3,3,3,3,4,2,4,3,3,4,4,1,4,6,3,1,6,3,6,2,2,4,4,5,4,1,6,4,1,5,3,3,3,4,3,1,1,5,3,3,5,3,3,6,6,6,3,3,3,4,4,3,-1,8,1,2,2,4,5,1,1,2,2,1,5,10.0,4,5,47,0.001472131
907,90300344,1,40,69,1,1,137,65,3,8.4,3.6,43,1,0,1,0,0,0,1,0,1,1,1,0,2,1,4.5,13,3,2,1947,1,1,1,3,5000,6,1,2,2,2,1,1,4.2,5.16,3,3,2,2,3,4,3,2,3,3,4,5,4,3,5,6,3,2,4,4,4,3,6,3,4,4,4,3,2,6,1,3,2,2,4,3,3,2,2,2,3,3,5,6,3,6,1,4,3,3,3,2,3,4,1,2,2,2,2,3,2,2,3,2,3,1,7,35.0,4,7,63,9.82e-05
908,44690303,0,25,25,4,0,61,36,0,10.6,1.48,20,2,0,2,0,0,0,1,1,1,1,2,0,1,1,6.0,70,3,1,1933,1,2,9,8,5000,3,1,2,2,2,2,1,5.3,2.12,1,2,6,4,1,4,6,6,5,3,5,6,5,2,4,6,4,3,4,3,4,5,5,2,4,4,4,2,4,4,6,4,4,4,4,4,3,1,2,4,1,3,4,4,6,2,2,3,6,3,1,4,2,4,3,7,1,2,4,3,5,2,-1,-1,4,3,5,14.5,5,5,77,0.0003213
909,54420085,1,17,6,4,0,11,5,0,3.8,0.82,12,3,1,1,0,2,0,2,1,1,2,3,1,2,2,4.0,22,3,2,1977,1,3,2,6,5000,3,1,2,2,2,2,2,2.2,1.18,4,2,2,4,4,5,5,2,5,5,5,1,2,3,4,3,3,1,2,2,4,3,4,2,4,4,2,4,4,2,5,2,4,2,5,2,3,1,2,4,1,2,3,4,2,3,3,2,2,2,2,3,3,3,3,2,2,2,4,4,4,1,3,2,2,1,6,5.5,5,6,33,0.00087004
910,30860007,1,11,46,9,2,80,23,11,47.4,0.67,10,2,0,2,0,2,0,1,1,1,1,2,1,1,1,4.0,1,6,1,1975,1,2,1,1,15000,4,1,2,2,2,2,1,23.7,0.96,2,3,4,2,2,4,4,2,2,3,3,4,4,2,4,3,2,2,4,3,4,4,3,2,4,3,1,2,4,3,1,2,3,2,4,3,2,3,3,4,4,2,3,4,2,3,2,4,2,2,3,3,4,4,3,6,2,2,4,2,5,1,1,2,2,4,4,6.5,4,4,35,0.000258025
911,19130012,1,0,80,2,1,99,12,7,30.6,7.6,58,2,-1,2,-1,1,-1,2,1,1,1,2,0,1,1,5.0,25,2,1,1961,2,2,1,5,3250,3,2,2,2,2,2,1,30.6,10.89,1,5,5,5,1,1,5,5,5,5,1,5,5,1,1,1,1,5,5,5,1,1,5,1,5,1,5,1,1,1,5,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,8,1,1,2,4,5,1,4,2,1,4,2,81.0,3,2,49,0.000409116
912,10980223,1,140,45,8,2,89,39,5,72.1,3.26,46,2,-1,2,-1,-1,-1,-1,-1,2,1,1,-1,1,1,5.0,72,3,1,1937,2,2,9,5,5000,4,2,2,2,2,2,1,72.1,4.67,4,3,4,3,5,5,3,3,3,4,4,3,4,4,4,3,4,3,3,5,4,4,3,3,5,2,5,4,1,2,2,3,4,2,4,4,3,2,3,4,4,3,4,4,4,1,2,6,3,3,3,3,3,3,3,9,1,1,4,1,5,4,-1,2,2,3,1,24.4,5,1,73,8.57e-05
913,54200407,1,40,54,1,2,89,25,10,7.6,2.24,34,2,0,2,0,2,0,2,1,1,1,2,1,1,1,6.0,30,6,2,1952,1,2,2,6,15000,5,1,2,2,2,2,1,3.8,3.21,3,4,2,2,4,4,4,2,3,5,4,4,4,2,4,6,2,1,5,4,5,4,4,1,5,4,2,5,5,5,1,3,4,4,5,5,4,3,3,5,3,3,5,4,3,3,1,5,3,4,4,3,4,5,1,4,2,2,4,4,5,2,3,2,2,4,6,16.0,2,6,58,9.82e-05
914,90300088,1,45,49,1,1,96,44,3,11.2,2.35,31,4,0,3,0,4,0,2,1,1,2,4,0,2,1,4.5,4,-1,2,1988,-1,6,1,6,7384,3,2,2,2,2,2,1,11.2,3.37,1,3,3,2,2,4,2,3,4,5,4,2,5,2,4,6,4,1,5,4,5,5,5,5,4,4,3,3,4,4,3,4,4,4,4,4,3,1,5,1,3,3,5,5,5,4,1,2,2,3,4,4,5,5,1,2,2,2,2,3,4,3,4,1,2,4,7,22.0,3,7,22,0.00087004
915,90320647,2,-1,1,3,0,9,8,0,3.0,0.48,5,3,0,1,1,3,0,2,1,1,1,2,1,2,1,4.0,20,5,2,1958,1,3,4,4,9000,3,1,2,2,2,2,2,2.2,0.69,4,3,3,3,5,5,3,3,3,4,3,5,5,3,5,3,4,2,3,4,4,2,3,4,2,4,3,4,4,4,1,4,4,3,4,2,3,1,1,4,2,2,4,4,4,3,2,5,2,3,3,4,4,3,2,2,2,2,2,3,4,2,1,3,3,3,7,3.6,3,7,52,0.000367986
916,70130349,0,32,14,4,0,60,46,0,9.6,2.05,24,4,2,1,0,7,2,1,0,1,1,3,1,1,1,6.0,8,4,2,1966,1,3,2,8,7000,6,1,2,2,2,2,1,4.8,2.94,4,5,2,1,4,5,4,2,3,4,5,2,2,2,5,1,1,1,5,5,5,1,5,2,5,5,2,1,5,5,1,3,4,3,5,2,4,1,2,4,2,3,4,4,4,3,3,4,2,2,3,4,4,4,3,2,2,2,2,2,1,2,1,2,2,4,8,20.0,4,8,44,9.82e-05
917,52730004,1,120,124,1,5,250,110,16,39.2,7.8,88,2,0,4,0,4,0,3,3,1,1,2,0,1,1,5.0,30,3,1,1955,1,2,1,1,5000,3,1,2,2,2,2,1,19.6,11.18,5,3,2,2,2,4,4,6,4,4,4,3,4,6,3,6,3,6,6,6,6,4,4,4,4,3,6,3,3,4,6,4,6,6,6,6,6,6,6,4,4,3,4,3,3,3,6,4,3,3,4,3,3,3,1,7,1,2,3,3,4,6,3,1,1,4,5,73.3,5,5,55,0.000409116
918,14050194,1,20,18,1,0,57,39,0,7.4,1.18,17,4,2,1,1,4,2,2,1,1,1,3,0,1,1,5.0,3,4,1,-1,2,3,1,5,7000,3,1,1,2,2,2,1,3.7,1.69,6,5,4,1,5,5,5,5,5,5,5,2,4,1,4,1,4,1,5,4,5,5,5,5,5,2,3,2,4,4,2,3,3,2,5,1,3,3,3,3,2,4,4,1,1,1,3,5,1,3,5,5,5,5,1,7,1,1,2,1,6,2,4,2,1,4,1,9.0,4,1,-1,0.0003213
